0.30079,0.38696,0.13793,0.98535
0.30551,0.38366,0.2069,0.98047
0.31339,0.38201,0.27586,0.97266
0.32283,0.38201,0.31034,0.96875
0.33228,0.38284,0.34483,0.9668
0.33858,0.38449,0.37931,0.96289
0.34331,0.38861,0.37931,0.95508
0.35276,0.39439,0.41379,0.9541
0.3685,0.40347,0.44828,0.95313
0.39213,0.41502,0.44828,0.95313
0.4189,0.42492,0.41379,0.95508
0.44882,0.43564,0.37931,0.95703
0.48031,0.44554,0.37931,0.95898
0.51024,0.4538,0.34483,0.95996
0.53858,0.46205,0.34483,0.96191
0.56693,0.47442,0.34483,0.96289
0.59213,0.48762,0.34483,0.96387
0.61102,0.50165,0.31034,0.96484
0.62677,0.51815,0.31034,0.96582
0.63622,0.5363,0.27586,0.96875
0.64252,0.55858,0.24138,0.9707
0.64252,0.58333,0.2069,0.97461
0.64252,0.60809,0.2069,0.97852
0.63465,0.63284,0.17241,0.98047
0.62677,0.66172,0.17241,0.97852
0.61102,0.69059,0.17241,0.97559
0.59528,0.7236,0.2069,0.97559
0.57953,0.7566,0.17241,0.97754
0.57165,0.7896,0.17241,0.97852
0.56378,0.81436,0.13793,0.97949
0.56378,0.83086,0.13793,0.97852
0.62996,0.65004,0.17241,0.97931
0.30737,0.38327,0.22321,0.97862
0.6416,0.55532,0.24642,0.97042
0.63512,0.63329,0.19069,0.97852
0.63406,0.53216,0.28374,0.96808
0.60902,0.69479,0.17241,0.97571
0.63685,0.53854,0.2724,0.96895
0.48592,0.44709,0.37285,0.95917
0.31285,0.38213,0.27116,0.97319
0.50552,0.45249,0.35027,0.95981
0.64252,0.60229,0.2069,0.9776
0.36523,0.39914,0.38931,0.95508
0.43657,0.43125,0.39343,0.95623
0.62314,0.51832,0.29376,0.96672
0.41029,0.42173,0.42488,0.95445
0.36874,0.40276,0.42779,0.95371
0.34168,0.3872,0.37931,0.95776
0.39059,0.41421,0.44693,0.95316
0.63191,0.64423,0.18366,0.97852
0.40538,0.41992,0.4312,0.95409
0.61139,0.68992,0.17241,0.97565
0.33889,0.38476,0.37931,0.96238
0.33182,0.38342,0.34968,0.96541
0.6276,0.51974,0.30734,0.96608
0.57247,0.78617,0.17241,0.97841
0.59012,0.7344,0.19561,0.97622
0.55057,0.46847,0.34483,0.96205
0.3697,0.40221,0.41379,0.95435
0.6305,0.64903,0.18057,0.97852
0.33397,0.38328,0.35407,0.96575
0.5034,0.45191,0.3527,0.95974
0.35413,0.39518,0.4168,0.95402
0.59591,0.72227,0.20551,0.97559
0.61688,0.68114,0.18324,0.9776
0.3077,0.38345,0.21998,0.97899
0.50509,0.45256,0.36465,0.96023
0.34567,0.39006,0.38793,0.95483
0.44305,0.43358,0.38596,0.95665
0.30787,0.38418,0.21545,0.97822
0.63318,0.53047,0.28694,0.96781
0.63273,0.52959,0.28861,0.96767
0.50353,0.45195,0.35255,0.95974
0.60484,0.70481,0.19643,0.97648
0.64252,0.57693,0.2286,0.9736
0.59653,0.49089,0.3368,0.96409
0.40658,0.41967,0.42222,0.9546
0.33747,0.3842,0.37322,0.96358
0.39487,0.41603,0.44475,0.95332
0.63333,0.63766,0.17241,0.98014
0.35938,0.39821,0.4283,0.95369
0.32426,0.38214,0.31555,0.96846
0.56378,0.82431,0.13793,0.9789
0.64252,0.56179,0.23914,0.97121
0.60371,0.49783,0.3333,0.96452
0.31628,0.38201,0.28642,0.97146
0.33752,0.38421,0.37347,0.96355
0.46507,0.44075,0.37931,0.95804
0.60856,0.49982,0.31484,0.96472
0.64158,0.61105,0.20276,0.97875
0.31596,0.38201,0.28527,0.97159
0.57918,0.48084,0.34483,0.96337
0.63441,0.53282,0.28248,0.96819
0.56651,0.81657,0.14987,0.97852
