0.085039,0.68894,0.13793,0.98242
0.089764,0.67327,0.13793,0.98145
0.096063,0.65759,0.13793,0.98242
0.10394,0.64274,0.13793,0.98145
0.11024,0.62541,0.17241,0.97754
0.11969,0.60974,0.24138,0.97363
0.12441,0.59488,0.31034,0.97168
0.12913,0.58086,0.34483,0.9668
0.13701,0.56518,0.37931,0.96094
0.14016,0.55198,0.41379,0.95605
0.14331,0.54043,0.44828,0.95313
0.14803,0.5297,0.51724,0.9502
0.15118,0.52063,0.55172,0.94531
0.15591,0.51073,0.58621,0.93945
0.15748,0.50165,0.62069,0.93262
0.16063,0.4934,0.68966,0.92578
0.1622,0.48515,0.72414,0.91797
0.16535,0.47607,0.7931,0.91113
0.16693,0.46947,0.82759,0.9082
0.17008,0.46205,0.82759,0.91113
0.17323,0.45462,0.7931,0.91895
0.17953,0.44802,0.75862,0.91797
0.18583,0.44142,0.72414,0.92188
0.19213,0.43482,0.7931,0.91992
0.2,0.42904,0.7931,0.92285
0.20787,0.42409,0.72414,0.92773
0.21575,0.41997,0.68966,0.93066
0.22677,0.41749,0.65517,0.93164
0.23622,0.41502,0.65517,0.93066
0.24567,0.41172,0.65517,0.92773
0.25512,0.40924,0.68966,0.9248
0.26614,0.40429,0.72414,0.92383
0.27559,0.40017,0.72414,0.92383
0.28819,0.39356,0.72414,0.92383
0.29921,0.38779,0.72414,0.9248
0.30866,0.38201,0.68966,0.9248
0.32126,0.37376,0.65517,0.92578
0.33228,0.37129,0.62069,0.92676
0.34646,0.36964,0.58621,0.92773
0.36063,0.37046,0.55172,0.92969
0.37953,0.37211,0.51724,0.93262
0.40157,0.37624,0.48276,0.93555
0.42677,0.38366,0.44828,0.9375
0.45669,0.39026,0.44828,0.93848
0.48661,0.39851,0.41379,0.93945
0.52126,0.41089,0.37931,0.94043
0.55118,0.42987,0.34483,0.94141
0.58898,0.43894,0.34483,0.94531
0.62047,0.4604,0.34483,0.94922
0.089906,0.6751,0.13793,0.98242
0.17989,0.44763,0.75963,0.91803
0.33864,0.37055,0.60522,0.9272
0.12318,0.59905,0.27966,0.9711
0.29072,0.39224,0.72414,0.92445
0.58333,0.4366,0.3477,0.94491
0.42277,0.38163,0.4695,0.93667
0.16549,0.47551,0.79602,0.91088
0.15657,0.5069,0.60074,0.93657
0.22613,0.41764,0.65719,0.93158
0.12044,0.60743,0.24966,0.97309
0.3932,0.37467,0.49586,0.93443
0.17439,0.45341,0.78677,0.91877
0.33914,0.37084,0.60624,0.92717
0.23041,0.41654,0.65517,0.93126
0.24298,0.41266,0.65517,0.92857
0.22639,0.41758,0.65635,0.93161
0.59028,0.4471,0.34483,0.94581
0.1669,0.46958,0.827,0.90825
0.13806,0.56079,0.39078,0.95931
0.15173,0.51947,0.55574,0.94463
0.4158,0.38043,0.46329,0.93665
0.15611,0.50953,0.59074,0.93856
0.19727,0.43105,0.7931,0.92183
0.20568,0.42582,0.72414,0.92715
0.43556,0.38489,0.4615,0.93735
0.17966,0.44788,0.7931,0.91928
0.30904,0.38177,0.68863,0.92483
0.10319,0.64415,0.13793,0.98154
0.23026,0.41643,0.65517,0.93092
0.15184,0.52051,0.55063,0.94499
0.093914,0.6637,0.13793,0.98242
0.10348,0.64385,0.13793,0.98147
0.093289,0.66548,0.13793,0.98242
0.096727,0.65634,0.13793,0.98234
0.15632,0.50514,0.60801,0.93495
0.54433,0.42045,0.36756,0.94209
0.40903,0.37844,0.47255,0.93612
0.15677,0.50576,0.60507,0.93571
0.099916,0.65257,0.13793,0.98165
0.59415,0.44247,0.34483,0.94595
0.23426,0.41549,0.65848,0.93066
0.096665,0.6584,0.13793,0.98145
0.41367,0.3798,0.4662,0.93648
0.28108,0.39729,0.72414,0.92383
